State,Zipcode,Latitude,Longitude,Bedroom,Bathroom,Area,ConvertedLot,MarketEstimate,Price
OK,74631,36.752556,-97.3276,4,2.0,2715,3.23,293200,295000
OK,74039,35.944782,-96.18118,3,4.0,0,5.0,350900,349500
OK,73089,35.22889,-97.74114,4,2.0,1952,1.0,311700,313000
OK,74033,35.95819,-96.00774,2,1.0,997,0.305,127900,130000
OK,73034,35.66412,-97.473526,3,2.0,1737,0.3058,265100,264900
OK,74019,36.325413,-95.516914,4,3.0,2399,1.497,350200,350000
OK,73620,35.580593,-98.96856,3,2.0,1624,1.1,166100,170000
OK,74074,36.120716,-97.03742,3,2.0,1503,0.20312212,246500,248000
OK,73107,35.481224,-97.59144,3,1.0,1030,0.16,130100,130000
OK,74851,35.282825,-97.10315,4,3.0,2918,5.33,363900,389900
OK,73099,35.590794,-97.72807,2,2.0,1893,1.0,229400,229999
OK,73120,35.560513,-97.545135,3,1.0,1151,0.1738,192000,192000
OK,73109,35.42658,-97.537254,3,1.0,1112,0.2094,118400,120000
OK,73570,34.494614,-99.13923,3,2.0,1144,0.272,148200,149500
OK,73135,35.380367,-97.42599,3,2.0,1705,0.1515,240000,240000
OK,73114,35.578564,-97.5377,3,2.0,1480,0.1545,182600,182500
OK,74055,36.265152,-95.837906,3,2.0,1525,0.199,207900,215000
OK,73160,35.342667,-97.45941,4,2.0,2342,0.24,299600,299900
OK,74857,35.330833,-97.20981,3,2.0,1152,5.0,115400,124900
OK,74631,36.7644,-97.24681,5,2.0,3044,7.57,135500,115000
OK,73012,35.656876,-97.57486,4,3.0,2289,0.2435,379800,380000
OK,73020,35.407345,-97.23352,4,2.0,1929,5.04,299700,299999
OK,73049,35.544712,-97.30871,4,4.0,2530,2.21,474300,475000
OK,73139,35.403057,-97.533905,3,1.0,968,0.1607,143600,145000
OK,74019,36.31155,-95.4486,2,2.0,1404,4.003,204800,205900
OK,73013,35.636494,-97.58151,3,2.0,1693,0.1363,298800,299000
OK,73025,35.70079,-97.545616,4,3.0,2376,0.7699,398900,399000
OK,73064,35.38808,-97.71216,3,2.0,1546,0.1515,229500,230000
OK,74728,34.03137,-94.752426,2,1.0,1240,3.99,165300,170000
OK,73072,35.184227,-97.553345,4,2.0,1841,0.5005,308600,309900
OK,73025,35.706623,-97.59737,3,2.0,2292,5.08,498000,499000
OK,73106,35.478462,-97.54468,3,2.0,1392,0.1607,181400,189999
OK,73162,35.59135,-97.64395,4,3.0,3250,0.2045,307800,308000
OK,73135,35.41,-97.437225,3,3.0,1906,1.54,364800,365000
OK,73069,35.23077,-97.44717,3,2.0,1063,0.14,183400,189000
OK,73109,35.43702,-97.53358,3,2.0,1488,0.16,129100,130000
OK,74859,35.432755,-96.324,5,4.0,3808,5.18,148200,159900
OK,73069,35.208195,-97.45843,4,2.0,2416,0.26,448500,449000
OK,73018,35.045567,-97.94355,3,1.0,1178,0.1894,123000,124990
OK,73071,35.252598,-97.427666,3,2.0,1218,0.21,180200,180000
OK,74014,36.10184,-95.74533,3,2.0,1668,0.174,249800,249900
OK,73034,35.674225,-97.46255,4,3.0,2563,0.3377,374800,375000
OK,73505,34.61799,-98.45754,3,2.0,1100,0.24,94200,97000
OK,73077,36.298138,-97.27722,3,1.0,1320,0.2014,123900,124900
OK,74128,36.147663,-95.853615,3,2.0,1177,24.308,137400,137000
OK,73034,35.675198,-97.47435,4,3.0,3329,0.5064,473900,474900
OK,74075,36.126625,-97.03846,3,2.0,1361,0.26342976,183800,185000
OK,73703,36.41243,-97.92966,3,2.0,2165,0.23907255,297000,297000
OK,73099,35.49852,-97.70096,4,2.0,1796,0.1377,267300,267990
OK,73099,35.46658,-97.755226,3,2.0,1670,0.1736,331800,332500
OK,73554,34.886745,-99.49911,3,3.0,1503,0.265,117700,120000
OK,73020,35.45185,-97.279144,5,3.0,3682,1.0,570100,580000
OK,73012,35.64691,-97.531,3,2.0,1628,0.0918,231800,239000
OK,73120,35.60699,-97.57012,2,2.0,3166,0.1891,444600,445000
OK,74427,35.683613,-94.93644,3,3.0,1440,1.06,259000,259900
OK,73701,36.418953,-97.80898,4,2.0,1500,8.7,149600,150000
OK,73114,35.57303,-97.5378,3,6.0,1448,0.1748,170700,180000
OK,74955,35.453632,-94.81318,5,3.0,3582,0.3717,444700,447750
OK,74011,36.016552,-95.865166,4,3.0,3321,0.383,523800,520000
OK,74011,35.97659,-95.79415,3,2.0,1285,0.199,210400,210000
OK,73131,35.590412,-97.45551,3,3.0,2251,2.07,355200,369800
OK,73099,35.615955,-97.69486,4,2.0,2023,0.1814,333200,333900
OK,74133,36.020348,-95.89745,4,3.0,2755,0.239,356700,360000
OK,73068,35.161983,-97.24957,3,2.0,1216,7.57,202700,215000
OK,74940,34.91569,-94.69162,4,2.0,2180,30.0,189500,200000
OK,73099,35.461624,-97.76427,4,2.0,1764,0.2134,263700,265000
OK,73132,35.55966,-97.661194,3,2.0,1544,0.1446,230300,229999
OK,74955,35.44817,-94.78646,3,2.0,1728,0.233,167400,169000
OK,74037,35.996826,-96.00452,4,2.0,1812,0.189,304400,305000
OK,74105,36.09382,-95.9689,3,1.0,1178,0.186,268800,269000
OK,73703,36.40052,-97.92892,3,2.0,2254,1.0,234800,235000
OK,73132,35.56489,-97.63162,5,4.0,3056,0.1446,198000,199750
OK,74801,35.32514,-96.90737,3,2.0,1290,0.202,116900,120000
OK,73025,35.6979,-97.55468,4,4.0,4114,1.0,797300,799000
OK,73075,34.803455,-97.18019,3,2.0,1752,10.0,243200,247000
OK,74851,35.438133,-97.13202,3,2.0,1792,2.0,102800,105000
OK,74578,34.928043,-95.48016,3,2.0,1604,2.66,146600,159900
OK,74884,35.14505,-96.49229,2,1.0,896,0.198,58700,62000
OK,74058,36.326298,-96.808754,4,3.0,2448,0.34618917,148200,150000
OK,73044,35.879738,-97.444916,3,1.0,1113,0.1607,141000,149900
OK,73013,35.634468,-97.62501,4,3.0,2657,0.2894,419400,419700
OK,73012,35.662758,-97.54997,4,3.0,2596,0.2089,463600,464900
OK,73099,35.53008,-97.76131,4,2.0,1777,0.0519,288700,289500
OK,73505,34.595966,-98.46778,3,2.0,1300,0.18652433,144400,144900
OK,74008,35.99246,-95.875656,3,3.0,2674,0.305,398900,398000
OK,74014,36.058903,-95.70611,3,3.0,2471,0.892,309000,320000
OK,74128,36.14095,-95.84599,3,2.0,1316,0.206,111100,109900
OK,74019,36.2748,-95.724,3,2.0,1960,2.08,263900,275000
OK,73072,35.19747,-97.43374,3,2.0,1236,0.15,210900,212000
OK,73013,35.613895,-97.523796,3,2.0,1510,0.1901,229900,239000
OK,73013,35.625782,-97.65783,3,2.0,1800,0.1515,341600,349900
OK,73025,35.715286,-97.501175,4,3.0,3436,0.3891,556500,559896
OK,74604,36.735073,-97.04839,4,3.0,2314,0.39,265700,189000
OK,74011,35.976757,-95.83573,4,2.0,1774,0.399,263200,262500
OK,73044,35.837162,-97.322334,3,2.0,2134,1.0,266800,280000
OK,74137,36.01436,-95.94555,4,3.0,2752,0.244,371100,370000
OK,73114,35.55603,-97.53873,4,3.0,2590,0.549,548700,548000
OK,73003,35.673454,-97.505775,3,2.0,1637,0.16,250000,255000
OK,74070,36.366276,-95.99621,3,2.0,0,0.482,66400,69000
OK,73013,35.626286,-97.658554,3,2.0,1814,0.15,340500,349900
OK,74006,36.75726,-95.93125,3,2.0,1537,0.24,197300,197900
OK,73012,35.659363,-97.5784,4,4.0,2587,0.2877,424500,424900
OK,74075,36.151764,-97.07032,3,2.0,3125,0.83,329500,350000
OK,73106,35.486324,-97.54435,3,2.0,1420,0.1722,399400,400000
OK,73078,35.62779,-97.76159,3,3.0,2247,0.9183,359300,360000
OK,73130,35.450905,-97.36287,4,4.0,3108,0.2292,423800,425000
OK,73026,35.27721,-97.26326,3,2.0,1632,0.91,165100,165000
OK,74015,36.1843,-95.71481,3,2.0,1446,0.33,173600,175000
OK,73150,35.38186,-97.27643,4,3.0,2876,5.558,578900,580000
OK,73533,34.50355,-97.97609,3,1.0,1105,0.0,82600,85000
OK,73064,35.39843,-97.72817,4,2.0,1189,0.1395,209700,209900
OK,74014,36.046116,-95.756195,4,2.0,1956,0.25,259800,260000
OK,73044,35.755226,-97.374374,3,2.0,1978,2.0,315100,335000
OK,73132,35.564938,-97.6248,6,4.0,3200,0.1896,328300,329000
OK,73010,35.199406,-97.647575,3,2.0,1721,2.3,301000,309000
OK,74012,36.030254,-95.8037,3,2.0,1370,0.201,214800,214900
OK,73008,35.48989,-97.63047,3,2.0,1009,0.1543,161100,160000
OK,73099,35.5805,-97.727356,4,2.0,2019,0.207,362300,365000
OK,73077,36.28568,-97.2772,3,2.0,1604,0.18650138,251600,253432
OK,74133,36.045555,-95.89693,5,3.0,3291,0.215,399700,399990
OK,73010,35.137672,-97.61662,4,3.0,2243,4.29,324700,334900
OK,74055,36.29614,-95.85413,4,2.0,2148,0.214,284600,285000
OK,73026,35.25461,-97.26383,4,2.0,2000,7.99,351500,350000
OK,74133,36.057835,-95.89461,5,2.0,2694,0.298,250100,250000
OK,74133,36.028595,-95.89502,4,3.0,3089,0.209,424400,424900
OK,74370,36.76398,-94.68966,3,1.0,1404,1.0,127000,130000
OK,74129,36.122272,-95.85628,3,2.0,1892,0.178,166900,165000
OK,74859,35.501408,-96.15793,2,2.0,1564,30.0,304900,309000
OK,74401,35.759132,-95.3814,4,2.0,2617,0.31,155900,165000
OK,73112,35.517876,-97.55686,2,2.0,1270,0.1921,112800,120000
OK,74074,36.109623,-97.05428,3,1.0,1273,0.32139578,168200,174900
OK,74344,36.63503,-94.77467,3,3.0,1200,0.31,292600,309999
OK,74902,35.26874,-94.479324,2,1.0,972,0.46,74400,75000
OK,73072,35.267395,-97.508705,3,3.0,3558,2.21,647600,649700
OK,73130,35.43835,-97.34248,3,2.0,1722,0.1742,293700,294990
OK,73107,35.482643,-97.55281,2,2.0,884,0.1722,133800,140000
OK,73120,35.58098,-97.55756,4,3.0,1632,0.2006,234900,235000
OK,74361,36.327446,-95.316154,3,1.0,1184,0.494,116400,118000
OK,73142,35.60415,-97.55918,3,3.0,1690,0.0826,402800,389900
OK,73013,35.625996,-97.62898,5,4.0,2916,0.2549,589000,599900
OK,74135,36.099876,-95.93169,3,3.0,2292,0.29,359800,359900
OK,73034,35.646194,-97.4465,5,7.0,5240,0.5298,674100,700000
OK,73114,35.587917,-97.53009,3,2.0,1656,0.0914,143400,149000
OK,74010,35.86759,-96.457344,3,2.0,1667,5.0,244100,249000
OK,73089,35.292942,-97.85052,3,2.0,1950,1.25,275400,285000
OK,74442,35.114918,-95.702324,3,1.0,1566,9.93,229200,239000
OK,74008,35.898064,-95.89348,4,2.0,1937,2.547,328600,332500
OK,73044,35.92504,-97.364876,3,2.0,1240,17.99,287500,290000
OK,73527,34.62807,-98.64377,5,2.0,2200,2.0,239100,240000
OK,74851,35.481445,-97.05946,4,2.0,1800,1.25,119500,130000
OK,73034,35.673004,-97.44545,4,3.0,2977,0.3637,449400,468000
OK,73018,34.98652,-97.88437,2,2.0,1530,12.25,169400,160000
OK,74361,36.26612,-95.3245,3,2.0,1224,1.24,138700,139900
OK,73099,35.474537,-97.752525,4,2.0,1777,0.2036,289400,290000
OK,74501,34.923813,-95.75872,2,1.0,863,0.172,85800,88000
OK,73099,35.400776,-97.8072,3,2.0,1216,5.01,154500,165000
OK,73501,34.597424,-98.34033,3,2.0,1042,0.2583,143600,145000
OK,73521,34.71146,-99.300545,3,2.0,1991,2.0,347700,350000
OK,73077,36.279594,-97.29798,4,2.0,1766,0.22038567,271500,279028
OK,74361,36.29304,-95.31166,3,1.0,1128,0.258,163800,165000
OK,74019,36.34424,-95.44867,3,2.0,1196,0.96,209900,209900
OK,73020,35.388443,-97.265335,3,2.0,1940,1.5,279000,285000
OK,74021,36.366432,-95.84514,3,2.0,1753,0.23,165500,165000
OK,73170,35.31712,-97.523575,3,2.0,1556,0.16,192500,199900
OK,74014,35.924866,-95.74994,4,2.0,2150,2.403,374300,374500
OK,73020,35.483196,-97.32647,3,2.0,1918,0.77,190100,189900
OK,74008,35.998417,-95.86131,4,2.0,1904,0.161,285400,285000
OK,73160,35.322334,-97.46529,3,2.0,1529,0.16,209400,215000
OK,74464,36.059074,-94.96166,4,2.0,1920,10.0,309100,324999
OK,73044,35.93923,-97.31743,3,2.0,1170,1.4,257200,260000
OK,74011,35.997528,-95.792175,3,2.0,1394,0.209,195400,195000
OK,74055,36.301285,-95.844,4,2.0,2094,0.172,298800,305000
OK,73013,35.636486,-97.57631,4,2.0,1792,0.1727,329500,330000
OK,74868,35.240044,-96.683105,3,3.0,3377,0.4151,136900,149000
OK,73034,35.740124,-97.3867,4,3.0,2472,1.0,356000,365000
OK,73142,35.614998,-97.606804,5,7.0,14436,2.9,6263100,6495000
OK,73118,35.50205,-97.539925,3,2.0,1881,0.1951,183200,190000
OK,74017,36.30857,-95.64857,4,3.0,2253,0.318,280100,279900
OK,73119,35.417465,-97.56457,2,1.0,840,0.1373,114600,115000
OK,74331,36.67095,-94.901764,3,2.0,1440,5.0,89100,99000
OK,73501,34.593864,-98.33149,4,2.0,1522,0.2766,168800,170000
OK,74112,36.155262,-95.92836,2,1.0,894,0.149,116200,120000
OK,74015,36.187206,-95.72146,6,3.0,3269,3.37,407300,434000
OK,73132,35.552788,-97.62267,3,2.0,1673,0.2245,200000,205000
OK,73013,35.631214,-97.66302,3,2.0,1613,0.1653,267400,272500
OK,74432,35.29105,-95.5729,4,2.0,1956,0.193,421200,425000
OK,74070,36.424286,-95.92403,3,2.0,1504,2.5,217100,209900
OK,74017,36.340347,-95.64942,3,2.0,1528,1.292,240200,245000
OK,74063,36.14338,-96.125015,3,2.0,1764,0.803,173500,180000
OK,73118,35.519043,-97.51897,2,1.0,1125,0.1205,398900,389900
OK,73118,35.504433,-97.54319,2,2.0,1148,0.1951,176800,178900
OK,73120,35.606956,-97.58972,4,3.0,3078,0.3176,299800,299900
OK,74030,35.993443,-96.60034,7,3.0,3518,0.803,269900,275000
OK,73013,35.593063,-97.402504,4,5.0,3944,1.03,952500,800000
OK,74136,36.051476,-95.92608,4,3.0,5286,0.733,837500,850000
OK,74330,36.42355,-95.37553,3,2.0,1800,10.0,276700,295000
OK,73099,35.470684,-97.737526,3,2.0,1313,0.2109,193700,194000
OK,73505,34.632347,-98.46683,4,2.0,2100,0.24240129,228700,229900
OK,74074,36.102524,-97.13446,5,5.0,6263,1.35,987700,995000
OK,73111,35.493805,-97.469666,2,3.0,1287,0.1538,91200,98900
OK,73068,35.132027,-97.37798,4,4.0,3166,1.5,329800,350000
OK,74801,35.343594,-96.92294,3,3.0,2225,0.2869,221800,224900
OK,74525,34.44429,-96.12808,5,2.0,1224,54.56,312700,339000
OK,74128,36.14058,-95.85511,2,1.0,982,0.083,95300,99800
OK,73099,35.475002,-97.74038,3,2.0,1351,0.1668,206800,212500
OK,74804,35.391056,-96.9613,3,3.0,2170,0.75,393600,390000
OK,73034,35.649467,-97.43841,3,3.0,1187,0.07,219300,219999
OK,73160,35.325684,-97.472565,3,1.0,984,0.1806,122600,123000
OK,74033,35.97209,-95.99945,3,3.0,1804,17.5,447800,450000
OK,74881,35.624523,-97.01782,3,3.0,1836,2.0,239500,249900
OK,74425,35.183067,-95.612915,3,3.0,1178,0.4591,134200,150000
OK,73044,35.785374,-97.443726,2,1.0,1348,7.0,309700,329900
OK,73068,35.14331,-97.38303,3,2.0,1058,0.16,142000,152000
OK,74467,35.960907,-95.36727,4,2.0,1792,0.32,187500,189900
OK,74331,36.576145,-94.84941,4,3.0,2038,0.28,856300,860000
OK,73020,35.400356,-97.253456,3,2.0,1722,5.0,361100,369000
OK,73078,35.659466,-97.746895,4,2.0,2048,0.3292,348200,351000
OK,73020,35.43651,-97.30698,4,3.0,2574,0.3011,399600,399900
OK,74074,36.044098,-97.12023,4,5.0,2086,1.58,325900,330000
OK,73020,35.468517,-97.24223,3,2.0,1821,5.0,390200,390000
OK,74604,36.72906,-97.05098,4,4.0,3595,0.32139578,226300,229000
OK,73044,35.884552,-97.42487,3,1.0,1643,0.16,182900,188900
OK,74429,35.945766,-95.60147,3,3.0,2166,2.008,135700,149900
OK,74361,36.257355,-95.31478,3,3.0,3111,1.637,505200,100000
OK,74055,36.266773,-95.842606,3,2.0,1454,0.172,224900,229000
OK,73114,35.572067,-97.53761,3,1.0,984,0.1607,154200,155000
OK,73142,35.60449,-97.65005,5,5.0,5399,0.2358,897600,900000
OK,73013,35.618507,-97.45687,3,3.0,2861,0.3473,348300,350000
OK,73120,35.584393,-97.58027,3,2.0,1305,0.1188,229400,230000
OK,73120,35.600113,-97.57711,4,6.0,4300,0.5091,1309900,1379000
OK,73064,35.39672,-97.73685,3,2.0,2028,0.95,292100,297000
OK,73026,35.243122,-97.26603,4,3.0,2658,2.23,354000,365000
OK,73120,35.561813,-97.55745,2,1.0,750,0.1719,159500,159000
OK,73139,35.37378,-97.51523,3,3.0,3429,0.39,336000,350000
OK,73012,35.655422,-97.66086,4,6.0,4018,2.1937,932500,934500
OK,73644,35.380226,-99.40711,3,2.0,3017,0.5704,307000,325000
OK,74105,36.094982,-95.96554,4,4.0,4203,0.356,722900,725000
OK,74063,36.176407,-96.21484,2,2.0,600,1.174,161100,162000
OK,73044,35.817917,-97.422485,3,2.0,1714,0.3758,246700,250000
OK,74021,36.355095,-95.908264,4,2.0,2082,0.614,340400,350000
OK,74427,35.728683,-94.927124,2,1.0,760,0.66,134000,144900
OK,74301,36.639545,-95.16586,3,2.0,1756,0.35,178800,185000
OK,74804,35.360146,-96.92218,3,2.0,1428,0.1607,117100,125000
OK,73003,35.692184,-97.47891,4,4.0,3290,0.217,539500,539900
OK,74066,36.00222,-96.10252,3,2.0,1150,0.318,157600,163878
OK,73111,35.487457,-97.466965,2,1.0,725,0.155,63300,68000
OK,73160,35.348286,-97.48586,3,1.0,1278,0.18,143300,149900
OK,73034,35.66497,-97.415,4,4.0,2187,4.84,468500,489900
OK,73034,35.64644,-97.44184,2,2.0,1110,0.0675,168800,170000
OK,74012,36.05603,-95.7812,2,1.0,912,0.138,133300,139900
OK,73717,36.80052,-98.664024,6,3.0,4102,0.2181,52300,59999
OK,73034,35.67665,-97.443184,4,4.0,3025,0.2439,427100,435000
OK,73064,35.402622,-97.71011,4,4.0,2592,0.5082,528900,530000
OK,74055,36.289474,-95.86222,4,3.0,3050,0.231,366500,375000
OK,73013,35.63275,-97.54664,3,2.0,2003,0.0888,304500,313000
OR,97206,45.467728,-122.60343,2,1.0,878,0.06,339700,340000
OR,97601,42.213436,-121.79075,3,2.0,1874,0.8699954,273300,289000
OR,97301,44.938198,-122.97463,4,2.0,1798,0.17720386,459100,459000
OR,97030,45.5054,-122.43264,4,3.0,2277,0.23,451800,449900
OR,97702,44.03172,-121.3411,3,2.0,2036,0.13000458,846700,849900
OR,97330,44.597878,-123.26016,4,3.0,2423,0.43999082,734900,729000
OR,97218,45.553104,-122.59961,2,2.0,1055,0.11,239700,250000
OR,97333,44.53085,-123.26536,2,1.0,864,4.25,712700,699900
OR,97306,44.872684,-123.02062,4,3.0,2240,0.13519284,501000,499900
OR,97527,42.37829,-123.356094,3,3.0,1976,0.5300046,422100,425000
OR,97062,45.368275,-122.76224,4,3.0,1882,0.22,642800,639750
OR,97701,44.0699,-121.28271,3,2.0,1539,0.21999541,661500,659000
OR,97702,44.04726,-121.353455,4,4.0,5423,0.4300046,2468700,2630000
OR,97707,43.800858,-121.45418,2,1.0,832,1.4899908,392500,395000
OR,97230,45.558422,-122.46693,2,1.0,1019,5.0,198400,200000
OR,97388,44.880726,-124.02249,4,3.0,1624,0.34,367500,398700
OR,97002,45.239277,-122.77707,3,2.0,1344,0.66,290400,299000
OR,97759,44.30955,-121.58551,3,3.0,2651,0.5,849000,850000
OR,97132,45.30664,-122.978806,3,2.0,1652,0.23,641600,639900
OR,97303,45.00693,-123.013596,3,2.0,1552,0.18448117,442100,445000
OR,97366,44.54547,-124.06878,3,2.0,1040,0.38,268000,269000
OR,97527,42.41258,-123.43498,3,1.0,1456,1.25,311200,330000
OR,97123,45.51035,-122.94303,3,4.0,2472,0.54,501900,495000
OR,97103,46.186703,-123.85393,3,1.0,1632,0.11,286600,299000
OR,97754,44.029037,-120.85032,1,1.0,400,10.0,244100,239000
OR,97301,44.961094,-123.02591,3,2.0,1711,0.13999082,294900,300000
OR,97301,44.948334,-123.00832,3,2.0,2501,0.20757575,464500,465000
OR,97702,43.992672,-121.3853,3,1.0,1188,0.98999083,546100,545000
OR,97304,44.9581,-123.05887,4,3.0,2634,0.27,487700,489000
OR,97756,44.270733,-121.30252,4,5.0,3626,0.3300046,1437600,1450000
OR,97383,44.804794,-122.7904,5,3.0,2142,0.26000917,562100,565000
OR,97623,42.343967,-121.43391,1,1.0,1108,2.039991,73100,79900
OR,97366,44.575638,-124.06646,2,1.0,840,0.2,117600,127000
OR,97463,43.80049,-122.40855,2,1.0,809,0.28,222200,230000
OR,97045,45.32026,-122.60919,4,3.0,2380,0.12,740700,739800
OR,97355,44.5286,-122.899765,4,3.0,2416,0.33999082,416000,425000
OR,97449,43.55484,-124.15993,2,1.0,520,0.19,152600,160000
OR,97302,44.899124,-123.02064,1,1.0,576,0.038016528,294800,299900
OR,97527,42.324844,-123.313034,4,3.0,2516,6.0899906,526200,550000
OR,97754,44.31796,-120.879364,2,2.0,1400,1.2,453400,455000
OR,97217,45.603367,-122.67038,2,2.0,2044,0.05195133,295300,299000
OR,97378,45.09387,-123.39986,2,2.0,1692,0.26969698,314400,315000
OR,97367,44.990864,-124.00463,1,2.0,1260,0.11,277700,294000
OR,97501,42.360138,-122.89923,3,2.0,1204,0.16000918,313000,325000
OR,97526,42.45073,-123.307365,3,3.0,1902,0.3600092,427900,430000
OR,97362,45.069927,-122.79563,3,1.0,1308,0.14015152,397500,399000
OR,97701,44.072403,-121.28476,3,2.0,1092,0.18999082,529600,525000
OR,97524,42.48029,-122.80869,3,2.0,1684,0.16000918,433900,435000
OR,97760,44.41749,-121.28255,2,1.0,960,5.0,399700,399900
OR,97754,44.308826,-120.69713,3,3.0,2888,0.31000918,316500,329900
OR,97756,44.271984,-121.1825,4,2.0,2270,0.18999082,528000,529000
OR,97470,43.226173,-123.27886,3,2.0,1107,2.63,399700,399500
OR,97702,44.025993,-121.30856,1,1.0,598,0.05,401500,415000
OR,97231,45.585945,-122.77264,3,3.0,3087,0.42,503300,499000
OR,97702,43.989227,-121.38734,3,2.0,1040,0.8899908,312200,339000
OR,97430,44.097153,-123.73626,1,1.0,1131,0.91,174000,189000
OR,97304,44.9625,-123.081,4,3.0,2309,0.16000918,627700,629900
OR,97103,46.169735,-123.58839,4,3.0,2170,0.32,467200,465000
OR,97538,42.219093,-123.52217,3,1.0,2004,10.1,277100,300000
OR,97707,43.857193,-121.48286,3,2.0,1664,0.5899908,171400,175000
OR,97601,42.239346,-121.77658,3,2.0,1583,0.1800046,258500,270000
OR,97304,44.963493,-123.06299,4,3.0,3283,0.30424702,708300,709900
OR,97504,42.311073,-122.834335,3,2.0,2120,0.2800046,298800,300000
OR,97523,42.11956,-123.65694,4,2.0,2420,5.0100093,262700,285000
OR,97355,44.523064,-122.92134,3,1.0,1208,0.5300046,249300,250000
OR,97524,42.37312,-122.56965,3,2.0,1734,10.65,458100,450000
OR,97760,44.44408,-121.27872,4,3.0,2596,5.0,524400,525000
OR,97707,43.821598,-121.464264,0,0.0,768,0.9,351500,375000
OR,97738,43.513767,-119.12539,3,2.0,1926,36.22,218000,235000
OR,97026,45.109188,-122.89953,3,1.0,1128,0.23,430100,425000
OR,97530,42.164993,-122.994316,3,1.0,1100,0.71000916,257000,274900
OR,97305,45.054104,-122.95364,3,2.0,2382,0.13000458,375100,375000
OR,97814,44.767845,-117.8294,3,2.0,1293,0.14,298100,299000
OR,97601,42.234314,-121.79085,1,2.0,1148,0.11999541,173600,175000
OR,97267,45.40742,-122.594246,3,2.0,2287,0.43,412700,399900
OR,97267,45.39881,-122.59761,2,2.0,1279,0.24,485500,475000
OR,97206,45.50196,-122.58407,3,2.0,1341,0.13,438400,425000
OR,97370,44.542927,-123.36805,3,2.0,1188,0.16999541,255300,255000
OR,97739,43.57636,-121.59533,3,2.0,1512,1.0399908,258100,269000
OR,97388,44.87265,-124.03471,2,2.0,1338,0.13000458,375200,400000
OR,97520,42.180767,-122.703804,1,1.0,955,0.5,860700,865000
OR,97350,44.6959,-121.9935,0,1.0,1200,0.3,139200,140000
OR,97302,44.93001,-123.04532,4,2.0,2231,0.1147842,380200,389900
OR,97603,42.183636,-121.74558,4,2.0,3204,0.6399908,300100,299900
OR,97301,44.93474,-122.972725,4,2.0,1872,0.18,425000,424900
OR,97267,45.412502,-122.614136,3,2.0,1285,0.24,434700,425000
OR,97702,44.039394,-121.29531,3,3.0,2015,0.1,589500,590000
OR,97392,44.844715,-122.99915,5,4.0,3200,2.52,592200,600000
OR,97739,43.742825,-121.60558,3,3.0,2635,0.7199954,743100,745000
OR,97741,44.608017,-121.14373,4,2.0,2472,4.6600094,537600,535000
OR,97520,42.18412,-122.70791,3,3.0,1994,0.3,552700,565000
OR,97306,44.87492,-123.033745,3,1.0,1008,0.13999082,357900,356000
OR,97317,44.927002,-122.97772,1,1.0,804,0.20994031,169500,180000
OR,97537,42.441483,-123.13908,3,2.0,1658,0.6600092,495100,499900
OR,97501,42.329967,-122.88164,2,1.0,886,0.15,323200,324900
OR,97367,44.859592,-123.93744,2,1.0,936,0.2,410800,412000
OR,97754,44.29912,-120.84269,3,2.0,1024,0.15,298700,310000
OR,97439,44.01363,-123.99412,4,2.0,1764,1.1,643700,669000
OR,97304,44.951668,-123.087135,3,3.0,2173,1.38,629100,630000
OR,97225,45.50895,-122.81209,5,2.0,2052,0.1800046,500900,499900
OR,97525,42.413887,-123.148476,3,2.0,1848,6.2600093,377400,389900
OR,97103,46.183155,-123.85247,2,2.0,1008,0.11999541,394500,395000
OR,97220,45.539276,-122.53822,3,1.0,1248,0.16,281500,279900
OR,97366,44.577164,-124.06869,3,2.0,1984,0.5,865500,899000
OR,97730,44.472504,-121.63869,3,3.0,1140,0.0,268200,259000
OR,97544,42.26629,-123.28976,4,3.0,2855,5.9699955,661700,664000
OR,97338,44.85017,-123.36009,3,1.0,1050,2.0,321700,330000
OR,97702,43.99563,-121.336296,3,2.0,1702,0.55,648700,649900
OR,97367,44.954063,-124.02041,3,2.0,1186,0.22,512800,544000
OR,97603,42.21363,-121.746216,3,1.0,1172,0.16999541,178100,185000
OR,97404,44.114185,-123.132675,3,2.0,1720,0.27,550000,549000
OR,97128,45.201073,-123.20632,3,1.0,1254,0.16129477,216500,225000
OR,97123,45.50935,-122.908806,3,2.0,1358,0.18999082,516100,515000
OR,97449,43.600327,-124.13364,3,2.0,1056,0.53,322900,349000
OR,97071,45.15821,-122.84778,2,2.0,1834,0.1405877,594300,595000
OR,97469,42.913956,-123.37597,3,1.0,1096,36.76,249300,275000
OR,97524,42.455753,-122.69044,3,2.0,1889,6.560009,585700,550000
OR,97504,42.31257,-122.83199,3,2.0,1578,0.21000919,407800,420000
OR,97386,44.40398,-122.69438,2,1.0,679,0.4199954,155500,165000
OR,97303,44.99814,-123.0296,3,2.0,1664,0.25,419500,424900
OR,97754,44.172157,-120.79167,3,2.0,1620,1.8199954,386200,399000
OR,97760,44.357067,-121.16052,3,3.0,1756,5.1800046,633500,635000
OR,97202,45.48215,-122.64915,2,1.0,1381,0.07,480400,499000
OR,97302,44.922646,-123.03467,2,1.0,806,0.11999541,312300,315000
OR,97302,44.91139,-123.05909,5,3.0,3394,0.45204315,725900,725000
OR,97386,44.41807,-122.73658,4,2.0,3144,3.18,586200,585000
