State,Zipcode,Latitude,Longitude,Bedroom,Bathroom,Area,ConvertedLot,MarketEstimate,Price
KS,66062,38.901863,-94.76973,4,3.0,1923,0.18,375000,360000
KS,67207,37.667236,-97.23901,3,2.0,2077,0.17,186300,184500
KS,67003,37.157875,-98.03322,3,2.0,2606,0.26,145300,145000
KS,66221,38.828194,-94.71113,4,5.0,8366,1.34,5519800,5850000
KS,67901,37.05026,-100.931625,4,4.0,5268,0.287,255600,259950
KS,66062,38.90796,-94.755714,4,3.0,2160,0.3404729,379500,369950
KS,66062,38.89401,-94.747574,4,4.0,3026,0.2919651,476200,465000
KS,67002,37.694977,-97.124794,5,3.0,3455,0.28,533700,533000
KS,66106,39.072838,-94.69959,3,2.0,1632,0.35,243400,240000
KS,66007,39.138462,-94.93997,4,3.0,1726,0.3030303,263400,280000
KS,66215,38.97703,-94.753975,4,4.0,3224,0.21999541,563700,549950
KS,66109,39.14927,-94.74875,3,2.0,1968,0.35,264200,265000
KS,67207,37.66088,-97.22546,5,3.0,2958,0.28,286100,285000
KS,67204,37.799282,-97.375206,5,3.0,4070,0.77,590900,589000
KS,67204,37.72413,-97.37054,3,2.0,1872,0.31,234700,229900
KS,67017,37.831123,-97.11468,5,3.0,3058,9.0,432000,425000
KS,66109,39.171207,-94.86796,4,4.0,3281,0.41,439700,435000
KS,66061,38.896088,-94.80306,3,3.0,1735,0.19859964,334100,327000
KS,67601,38.872364,-99.30481,3,1.0,975,0.21544996,183500,186000
KS,66062,38.831432,-94.778366,7,5.0,4393,0.34,692800,689000
KS,67208,37.69264,-97.290115,4,2.0,1750,0.23,305500,310000
KS,66221,38.848785,-94.72989,4,3.0,3270,1.0,736800,725000
KS,67213,37.660503,-97.340324,4,2.0,1314,0.16,150200,149900
KS,67042,37.83118,-96.8558,3,2.0,1464,0.26,165300,165000
KS,66102,39.100327,-94.641464,3,2.0,2186,0.13000458,192000,189000
KS,66030,38.812374,-94.9207,2,3.0,1643,0.1652663,207400,200000
KS,67056,38.00334,-97.51542,3,2.0,1736,0.34,202700,199900
KS,66030,38.81948,-94.92665,4,3.0,3820,0.37066117,476100,475000
KS,66085,38.800816,-94.62695,6,9.0,10428,2.33,4525900,4950000
KS,67002,37.698486,-97.130264,4,3.0,3161,0.24,401100,400000
KS,67226,37.74838,-97.25362,4,3.0,2596,0.25,262600,259900
KS,66083,38.765484,-94.74933,10,13.0,10964,9.85,2252700,2250000
KS,66062,38.868053,-94.76443,4,4.0,3013,0.19793388,443100,430000
KS,66208,39.00216,-94.635155,3,2.0,1700,0.17348485,360200,360000
KS,66216,38.993893,-94.744316,4,4.0,2732,0.29350322,500800,482000
KS,67215,37.621067,-97.47839,6,4.0,3923,3.19,774600,775000
KS,66512,39.18161,-95.51467,3,2.0,2386,3.66,42900,44900
KS,66062,38.83599,-94.776505,5,5.0,3556,0.27286503,577700,575000
KS,66106,39.04556,-94.70432,3,3.0,1639,0.23999082,229800,235000
KS,66061,38.87036,-94.80892,3,2.0,1296,0.17924702,269400,260000
KS,67226,37.727898,-97.22036,4,3.0,3107,0.22,402400,399000
KS,66062,38.873062,-94.7664,4,3.0,2109,0.23,374500,365000
KS,67102,37.030537,-96.848816,4,5.0,3387,18.5,588900,600000
KS,66208,38.989002,-94.64952,4,2.0,1476,0.24669422,434500,425000
KS,67218,37.67677,-97.29693,2,1.0,831,0.16,145600,145000
KS,66012,39.09134,-94.898964,3,3.0,1890,0.1800046,336400,335000
KS,67114,38.03662,-97.38917,3,3.0,2887,0.57,250300,250000
KS,66208,39.00198,-94.63685,5,5.0,3862,0.18445823,1272000,1275000
KS,66083,38.746025,-94.82668,3,1.0,864,0.20663452,230800,235000
KS,66075,38.169876,-94.72224,5,2.0,2384,0.9300046,160100,169999
KS,67502,38.07905,-97.98076,3,2.0,1237,0.89,204700,210000
KS,67443,38.362026,-97.52746,3,2.0,2184,3.1,408300,405000
KS,66062,38.896725,-94.749214,3,2.0,1526,0.20121671,400700,400000
KS,66109,39.176666,-94.88029,4,4.0,3227,1.02,627500,625000
KS,66071,38.495953,-94.74883,4,3.0,2356,19.68,450600,475000
KS,66217,38.987614,-94.76763,5,4.0,4441,1.0,735700,759900
KS,66102,39.119167,-94.67388,3,1.0,1248,0.13999082,182200,179999
KS,67052,37.609417,-97.60265,5,3.0,2988,2.0,697900,699000
KS,66103,39.057198,-94.63375,3,3.0,1446,0.16999541,240100,245000
KS,67212,37.685863,-97.41962,3,3.0,1955,0.16,223100,220000
KS,66223,38.87294,-94.67904,4,4.0,2852,0.22362259,450000,439000
KS,67060,37.553925,-97.37479,5,3.0,2472,0.22,285400,285000
KS,66103,39.064613,-94.635376,3,2.0,1344,0.25,187300,195000
KS,67074,37.6593,-96.73816,5,5.0,5098,77.3,1948200,1950000
KS,67206,37.710537,-97.22833,4,7.0,6254,7.0,1118300,0
KS,66106,39.072636,-94.68444,3,2.0,1794,0.6100092,212800,219900
KS,66434,39.940784,-95.56386,4,3.0,2520,3.1,184900,187000
KS,66104,39.14426,-94.65651,2,1.0,952,0.11999541,166100,169000
KS,67002,37.68126,-97.138565,5,3.0,2954,0.28,286400,299900
KS,66203,39.03737,-94.711685,3,2.0,1408,0.34756657,363200,350000
KS,66215,38.945126,-94.73698,3,3.0,2340,0.1800046,390900,380000
KS,67207,37.674934,-97.252464,2,2.0,1866,0.24,159600,159900
KS,66007,39.105865,-94.933464,4,4.0,3660,0.45,600000,599900
KS,66218,38.9969,-94.82996,5,4.0,3555,0.23432048,480500,489000
KS,66216,39.023476,-94.7448,3,4.0,1856,0.7378329,313100,299900
KS,66048,39.31976,-94.94698,3,1.0,1105,0.33367768,220300,219000
KS,66725,37.167248,-94.84612,3,2.0,1777,0.16,91900,95000
KS,66061,38.878246,-94.95571,3,5.0,2730,46.45,2063700,2175000
KS,66441,39.023857,-96.8267,3,1.0,1568,0.15,32600,34900
KS,67213,37.65496,-97.368996,3,1.0,950,0.16,145900,145000
KS,66208,38.98994,-94.64172,3,2.0,1433,0.19908172,394200,380000
KS,67217,37.645348,-97.365425,3,2.0,2166,0.23,201200,199900
KS,66547,39.199165,-96.31531,3,3.0,2424,0.23,276300,289900
KS,66216,39.020416,-94.7288,3,3.0,1104,0.25337467,292700,280000
KS,67230,37.72194,-97.180046,6,6.0,5552,1.2,1500900,1499000
KS,67212,37.71722,-97.46761,3,2.0,2498,0.17,274800,275000
KS,66215,38.9735,-94.729904,4,3.0,2418,0.2,366600,379000
KS,66762,37.401093,-94.7106,3,2.0,1350,0.209045,107800,119500
KS,66111,39.06066,-94.821205,3,3.0,1700,0.1800046,277900,275000
KS,67502,38.075485,-97.933235,4,3.0,3612,0.27,595800,595000
KS,66067,38.627407,-95.25473,5,4.0,3129,0.3553719,368600,369000
KS,66102,39.12219,-94.65358,3,3.0,2633,0.18099174,185000,179000
KS,66203,39.03929,-94.70795,2,2.0,1695,0.3772268,405600,395000
KS,66218,39.046967,-94.83055,5,3.0,2786,0.45,574300,590000
KS,66048,39.284256,-94.94187,4,3.0,2150,0.19283746,311100,310000
KS,67205,37.730873,-97.447784,5,3.0,2578,0.29,286100,290000
KS,67204,37.725677,-97.38138,4,4.0,3391,0.46,325000,325000
KS,67144,37.75989,-97.05167,4,4.0,2752,3.7,455600,450000
KS,67530,38.37901,-98.782616,3,4.0,1854,0.22865014,277200,279900
KS,67206,37.70463,-97.25739,4,3.0,3052,0.32,418500,435000
KS,66053,38.648212,-94.63537,3,4.0,2700,12.45,524800,560000
KS,66217,38.99119,-94.77418,4,5.0,4187,0.3194215,536300,524950
KS,67205,37.730995,-97.397804,5,5.0,4095,0.4,1454000,1474900
KS,66212,38.950752,-94.70364,4,3.0,1859,0.20835629,336100,325000
KS,66216,39.009857,-94.74841,3,4.0,2726,0.21639119,374700,359700
KS,66106,39.074184,-94.667336,4,3.0,1906,0.18999082,297000,300000
KS,67212,37.697563,-97.404625,5,2.0,2080,0.23,191100,200000
KS,67401,38.804413,-97.61599,4,3.0,1248,0.20661157,173600,175000
KS,67210,37.646732,-97.23512,3,2.0,1573,0.17,216100,215000
KS,66112,39.12303,-94.777596,4,7.0,5271,2.74,630500,649900
KS,67235,37.70949,-97.49627,3,2.0,1658,0.24,282900,280000
KS,67203,37.705933,-97.36082,4,3.0,2350,0.2,287200,299000
KS,66086,39.153458,-95.16439,4,2.0,1830,3.3,372300,389900
KS,66441,39.012806,-96.8815,4,3.0,2534,0.22,267100,267500
KS,66048,39.299217,-94.93075,3,2.0,1764,0.35,291500,290000
KS,66441,39.022182,-96.84103,3,2.0,2185,0.34,141700,149900
KS,66212,38.967716,-94.68765,3,3.0,2144,0.28151974,378500,360000
KS,66215,38.972576,-94.75645,4,3.0,2326,0.21753903,425900,415000
KS,66012,39.026215,-94.93791,4,3.0,3008,33.0,704200,750000
KS,66223,38.84171,-94.650246,4,3.0,2132,0.31,420400,425000
KS,66207,38.94339,-94.64928,3,2.0,1444,0.19366391,290200,301500
KS,67003,37.151802,-98.019554,4,2.0,3063,0.3,194000,195000
KS,66220,38.96887,-94.82352,5,5.0,4810,0.3607438,797300,789000
KS,67205,37.72861,-97.45524,4,3.0,2088,0.18,251600,250000
KS,66030,38.81362,-94.946815,3,2.0,1444,0.18480258,305100,299000
KS,67207,37.667522,-97.23088,3,2.0,1918,0.14,175400,175000
KS,67060,37.56746,-97.33876,3,2.0,1582,0.31,225100,225000
KS,67230,37.677105,-97.175,4,3.0,3237,0.29,290300,289900
KS,66061,38.86575,-94.85217,4,5.0,3872,2.08,898200,950000
KS,67210,37.647984,-97.232574,4,3.0,2020,0.17,241300,240000
KS,67022,37.08273,-97.50567,6,3.0,3380,4.1,248000,260000
KS,66085,38.81929,-94.623344,4,3.0,2671,1.93,607100,600000
KS,66204,39.002384,-94.68604,3,1.0,912,0.47481635,262600,260000
KS,66206,38.954765,-94.623795,4,3.0,2977,0.46,672300,650000
KS,66112,39.1131,-94.78519,3,3.0,2239,0.20160697,258300,267000
KS,66109,39.146034,-94.78512,4,3.0,1692,0.5199954,312800,309950
KS,66224,38.86004,-94.6157,5,5.0,4893,0.54995406,1003400,1000000
KS,66227,38.97993,-94.90853,4,3.0,2345,0.48,336500,349999
KS,66061,38.879833,-94.81975,3,5.0,1620,0.17846648,242800,255000
KS,66206,38.957184,-94.61841,3,3.0,3146,0.47,500900,525000
KS,66071,38.56884,-94.876015,3,2.0,1494,0.16035354,156100,165000
KS,66213,38.886295,-94.71627,4,3.0,2409,0.1434573,560600,550000
KS,66208,38.992958,-94.61024,4,2.0,1825,0.2,376300,370000
KS,66206,38.94848,-94.60872,5,5.0,3457,0.81831956,690100,685000
KS,67207,37.68337,-97.242744,4,3.0,2921,0.27,264100,265000
KS,66210,38.91602,-94.737236,4,4.0,3416,0.36,553900,575000
KS,67235,37.712654,-97.50562,4,3.0,1930,0.17,300700,300000
KS,67226,37.776257,-97.25021,3,2.0,1805,0.24,391500,389900
KS,66210,38.926636,-94.69357,4,4.0,3744,0.2084022,421800,420000
KS,67214,37.709316,-97.30735,3,1.0,951,0.15,133200,135000
KS,66213,38.889885,-94.68166,2,3.0,1560,0.059871443,474700,470000
KS,67156,37.235588,-96.99146,4,2.0,1668,0.32,86900,95000
KS,66067,38.60776,-95.25214,3,2.0,1204,0.25826445,269700,265000
KS,67052,37.600685,-97.611885,4,3.0,2428,0.46,412800,415000
KS,67207,37.667454,-97.19781,4,3.0,2185,0.2,327200,327900
KS,66018,38.974197,-94.98761,4,4.0,3075,0.41,480800,475000
KS,66502,39.19105,-96.56445,2,1.0,1685,0.18,143600,145000
KS,66212,38.949165,-94.69319,3,2.0,1414,0.20686409,276900,280000
KS,67443,38.421303,-97.51582,5,2.0,2434,9.5,250000,259000
KS,66762,37.406647,-94.71575,4,2.0,2160,0.34,163300,179000
KS,66101,39.110146,-94.631035,2,2.0,1121,0.08000459,101000,110000
KS,66064,38.47478,-94.96388,1,1.0,460,19.62,271500,279999
KS,67204,37.803432,-97.367424,4,5.0,4113,1.04,585000,599999
KS,67052,37.658375,-97.57981,3,2.0,2289,0.32,171500,180000
KS,66083,38.72311,-94.77544,7,6.0,8030,20.0,1849200,1950000
KS,66209,38.891273,-94.610405,3,3.0,2432,0.050114784,446700,463000
KS,67230,37.713345,-97.174866,6,4.0,4596,0.57,812000,835000
KS,67301,37.201096,-95.70379,5,4.0,4909,2.571,280300,286000
KS,67851,37.982376,-100.974106,6,2.0,1782,0.3669,227200,240000
KS,66109,39.131927,-94.761215,3,1.0,928,0.45,224400,219999
KS,66083,38.71933,-94.83055,3,3.0,1750,0.26418734,325300,335000
KS,66206,38.956196,-94.6226,3,2.0,2310,0.42045453,538800,519000
KS,67203,37.69028,-97.35577,2,1.0,704,0.14,100200,99000
KS,67735,39.348446,-101.70058,4,3.0,4250,0.2571,298000,299500
KS,66203,39.033825,-94.70266,3,3.0,1746,0.258517,287400,275000
KS,66030,38.750008,-94.909424,4,2.0,1800,10.0,511100,540000
KY,42103,36.90909,-86.24204,5,4.0,3905,3.21,481400,485000
KY,40208,38.21365,-85.76531,2,1.0,1711,0.15,151200,152500
KY,40484,37.559284,-84.70038,3,2.0,1080,0.6699954,139500,45000
KY,42001,37.03897,-88.68195,3,2.0,1188,0.25,167200,179900
KY,40223,38.252316,-85.58742,3,2.0,1901,0.39,351700,350000
KY,40216,38.175,-85.83523,3,1.0,1266,0.14,155600,157176
KY,40212,38.25958,-85.817635,4,2.0,2820,0.14,185700,189000
KY,40272,38.06108,-85.890724,3,2.0,996,0.24,98800,99000
KY,40336,37.80009,-83.99378,4,3.0,2902,1.3399909,482300,484000
KY,40356,37.973827,-84.59983,5,5.0,4721,1.000001,794400,799000
KY,40517,37.989674,-84.48738,3,2.0,1461,0.21499082,239000,265000
KY,42420,37.87302,-87.57067,3,2.0,1411,0.3443526,154600,119900
KY,42501,37.083252,-84.59952,2,1.0,1073,0.13999082,76700,159000
KY,40065,38.22048,-85.21618,3,2.0,1428,0.55,248600,249900
KY,42103,36.932037,-86.40283,5,4.0,3636,0.65,546900,549900
KY,40484,37.515667,-84.79999,3,3.0,2016,0.5,247600,299900
KY,40601,38.29984,-84.897995,3,1.0,1776,5.0699954,230700,235000
KY,40403,37.56912,-84.325485,4,2.0,1858,0.6899908,253500,279900
KY,42053,37.138996,-88.92066,3,2.0,1248,2.0,85900,89000
KY,40065,38.128452,-85.19675,3,2.0,2247,5.0,288400,289900
KY,42071,36.59341,-88.34018,4,3.0,3363,1.0,364500,377500
KY,42240,36.829098,-87.59025,4,3.0,3524,5.7,419200,200000
KY,40461,37.61659,-84.410706,4,3.0,1916,0.25,304300,309900
KY,40205,38.21747,-85.68284,3,2.0,3085,0.15,478400,479900
KY,40213,38.204414,-85.733444,3,2.0,1294,0.15,259600,259000
KY,42103,36.935272,-86.40307,5,5.0,5626,1.72,786400,799900
KY,40509,37.99513,-84.40626,4,4.0,3161,0.18280533,480500,489900
KY,40160,37.850838,-85.95351,3,2.0,1144,0.29,128200,134900
KY,41139,38.528828,-82.70993,6,3.0,2520,0.58,151400,154900
KY,42303,37.75349,-87.084145,3,2.0,1244,0.16,209300,199900
KY,40391,37.951008,-84.21606,3,2.0,2792,32.36001,534900,690000
KY,40065,38.217556,-85.231224,3,2.0,2102,0.2,278700,279000
KY,40071,38.022835,-85.46287,4,3.0,3139,22.99,678000,725000
KY,42420,37.87523,-87.5651,4,1.0,1406,0.53,125100,90000
KY,41049,38.333977,-83.730736,7,1.0,2784,19.0,280900,285000
KY,40245,38.304478,-85.51853,4,4.0,3351,0.24,455800,455000
KY,40165,38.01484,-85.70317,2,2.0,2456,1.5,253400,265000
KY,40014,38.33517,-85.36011,4,3.0,3360,5.0,562900,565000
KY,42647,36.687023,-84.489235,4,3.0,2000,8.5,283800,299900
KY,42101,36.983727,-86.48922,3,2.0,1370,0.22,232400,234900
KY,40511,38.10941,-84.54177,3,2.0,1260,0.110192835,251000,250000
KY,40734,36.879395,-83.979836,4,2.0,1952,12.0,179800,189000
KY,42101,37.060497,-86.65326,3,2.0,1440,0.61,184100,174900
KY,42701,37.69949,-85.85023,4,1.0,1341,0.35,232400,235000
KY,40351,38.227028,-83.48258,4,3.0,2738,13.0,484100,489000
KY,40223,38.2551,-85.541176,4,4.0,3317,0.7,790200,789900
KY,40517,37.988937,-84.494125,4,4.0,2690,0.5899908,282900,283000
KY,42134,36.709568,-86.59766,3,2.0,1150,0.44,209400,225000
KY,42071,36.557274,-88.33034,6,2.0,2450,8.0,179300,189000
KY,42276,36.930973,-86.83075,4,3.0,2076,6.3,305800,310000
KY,40205,38.20692,-85.69181,4,2.0,1817,0.4,344500,345000
KY,40291,38.169434,-85.57279,3,2.0,2410,0.25,285300,285000
KY,40328,37.50057,-84.99134,1,1.0,679,13.45,132400,165000
KY,40511,38.085033,-84.50918,3,2.0,1240,0.17199266,247200,249000
KY,40515,37.962402,-84.46508,5,3.0,2448,0.15759872,402900,425000
KY,40517,37.9909,-84.48769,4,2.0,1791,0.3120064,236900,389000
KY,40214,38.150623,-85.808655,4,2.0,1902,0.26,209000,210000
KY,40511,38.072536,-84.51424,3,2.0,2221,0.24329661,172900,172000
KY,42262,36.654488,-87.40275,4,2.0,1608,0.27,217900,240000
KY,40291,38.15954,-85.61294,3,2.0,1155,0.15,200200,200000
KY,40207,38.248264,-85.66508,3,3.0,2165,0.12,437000,425000
KY,40356,37.844566,-84.56529,4,3.0,2000,0.23932506,308700,310000
KY,42003,37.035065,-88.57825,4,3.0,2012,0.29,224700,239900
KY,42503,37.051846,-84.67333,2,1.0,1328,0.7,182500,199000
KY,42701,37.686638,-85.86914,3,1.0,1110,0.3,93100,99500
KY,40217,38.227627,-85.74139,3,2.0,1536,0.12,295200,295000
KY,40299,38.193954,-85.59644,4,3.0,3012,0.16,369300,369900
KY,40342,37.97564,-85.010666,2,3.0,1910,0.5489899,365900,370000
KY,40014,38.35041,-85.40133,3,2.0,744,0.54,114800,124000
KY,42276,36.846573,-86.87501,2,1.0,1051,0.76,96700,99900
KY,42141,36.96281,-85.86881,3,1.0,1088,0.5,155100,185000
KY,40422,37.660053,-84.783455,3,1.0,987,0.18500918,136800,129900
KY,41465,37.844025,-83.14239,3,2.0,1248,65.0,242000,265000
KY,40212,38.25571,-85.795815,2,2.0,1231,0.1,111900,115000
KY,40447,37.548958,-84.08225,3,2.0,1344,95.0,233700,235000
KY,41701,37.30021,-83.18817,2,2.0,1680,18.0,56500,59000
KY,40447,37.46072,-84.12176,3,1.0,1115,70.0,224000,225000
KY,40006,38.567757,-85.33536,3,2.0,2108,1.39,244700,329900
KY,42134,36.70531,-86.58554,3,2.0,2278,0.5,340600,409900
KY,40207,38.24314,-85.64959,3,3.0,2860,0.25,378000,375000
KY,42003,37.06799,-88.5848,3,2.0,1216,0.18,137100,49900
KY,42071,36.58263,-88.34166,3,2.0,1698,0.33,249300,239000
KY,40744,37.025917,-84.19054,2,1.0,1068,1.0699954,150400,140000
KY,40353,38.07189,-83.88118,3,2.0,1615,0.4199954,223100,235000
KY,40504,38.04515,-84.555,4,2.0,2546,0.82640034,309700,315000
KY,40403,37.640804,-84.24459,3,2.0,1285,1.0,235000,204000
KY,40370,38.388306,-84.539635,1,1.0,856,0.38500917,110000,110000
KY,42701,37.712826,-85.85866,3,2.0,2964,0.46,341400,345000
KY,40511,38.0861,-84.50538,3,2.0,1573,0.13500918,274500,265000
KY,40356,37.840717,-84.55141,3,3.0,2454,0.2300046,561600,562700
KY,40391,38.001133,-84.17528,3,1.0,1376,0.16999541,91400,134900
KY,42003,36.990604,-88.497086,3,2.0,1662,0.49,168400,167900
KY,42408,37.219616,-87.67131,5,2.0,1676,3.0,165600,154900
KY,40391,37.989677,-84.184,3,2.0,1893,0.16999541,56300,234900
KY,40806,36.861416,-83.3608,3,2.0,1375,0.16999541,72600,75000
KY,40769,36.808887,-84.27862,4,2.0,2784,5.0,360700,369000
KY,42701,37.723724,-85.97996,3,2.0,1100,5.0,156400,160000
KY,40241,38.315323,-85.55379,3,2.0,1808,0.16,360400,359900
KY,40601,38.273346,-84.91845,3,1.0,1274,1.5,167700,169900
KY,40353,38.00589,-83.94877,4,2.0,2232,25.0,386800,397900
KY,40516,38.07246,-84.44494,3,3.0,1246,0.18650138,279800,289900
KY,40215,38.199505,-85.79131,2,1.0,727,0.12,102800,105000
KY,40071,38.098038,-85.38907,3,2.0,1291,0.83,283300,285000
KY,40031,38.411922,-85.37008,4,2.0,2058,0.24,292300,300000
KY,42431,37.322685,-87.491714,2,1.0,1020,1.08,95500,79000
KY,40353,38.014305,-83.85969,3,2.0,1200,0.48000458,187300,235000
KY,40223,38.254402,-85.546036,3,2.0,1307,0.13,159200,159900
KY,40324,38.19568,-84.57866,4,3.0,2336,0.16000918,330400,370000
KY,40118,38.098736,-85.7649,3,3.0,2529,0.21,264600,265000
KY,42501,37.15766,-84.49166,3,1.0,1200,1.0,173400,176500
KY,41179,38.592533,-83.321495,2,1.0,900,0.9,73000,78000
KY,40444,37.75261,-84.64665,5,4.0,3940,1.5890037,592600,599999
KY,42003,36.944798,-88.57461,4,1.0,1071,10.42,146600,150000
KY,41472,37.911724,-83.26656,3,1.0,1008,0.5,54700,55000
KY,40831,36.849644,-83.31874,3,3.0,2802,0.4600092,169400,179900
KY,42003,37.00542,-88.51641,3,3.0,2472,0.47,304900,349900
KY,42003,37.02956,-88.56693,4,2.0,2119,1.95,113300,149900
KY,40245,38.316654,-85.53259,3,2.0,1885,0.25,290500,289900
KY,40701,36.939434,-84.10251,3,2.0,2164,0.5,184200,189000
KY,40059,38.421013,-85.611404,2,2.0,1992,0.05,264200,271500
KY,41102,38.426975,-82.731445,3,2.0,2144,1.04,146000,149900
KY,42141,36.944088,-85.954384,3,2.0,3012,0.84,345400,349000
KY,42240,36.957,-87.471146,2,2.0,1152,10.011,284000,279900
KY,42503,37.168198,-84.56602,4,2.0,2000,0.35,146000,149000
KY,42602,36.697136,-85.13023,2,2.0,1302,0.5,160800,149900
KY,40031,38.4139,-85.36992,4,2.0,2005,0.17,299200,299000
KY,40211,38.25079,-85.79414,2,2.0,1105,0.09,25900,27500
KY,42276,36.83667,-86.90581,3,2.0,2203,0.3,223500,229000
KY,42103,36.981323,-86.42922,3,3.0,2378,0.52,383100,385000
KY,40347,38.147305,-84.6845,3,2.0,2481,0.43999082,356700,375000
KY,42240,36.858974,-87.49297,4,3.0,3310,0.37,231700,239900
KY,40215,38.190117,-85.79161,1,1.0,966,0.11,86900,89500
KY,42276,36.84919,-86.87751,2,1.0,780,0.2,81100,84900
KY,42544,36.94733,-84.79264,4,3.0,2330,1.1,414900,419000
KY,40111,37.816643,-86.638504,3,2.0,1682,25.41,166500,175000
KY,42001,37.02665,-88.68599,3,2.0,1876,0.73,211300,229900
KY,40741,37.159546,-83.99449,3,2.0,1404,7.0,171100,169900
KY,40810,36.93347,-83.220825,4,2.0,2061,12.03999,137100,149900
KY,42256,36.856754,-86.99031,3,1.0,1156,2.06,164400,169900
KY,40356,37.849422,-84.56877,3,2.0,1592,0.16999541,268100,269000
KY,40361,38.208336,-84.248085,3,1.0,1832,0.09150597,107100,164500
KY,40514,37.98076,-84.557495,4,2.0,1507,0.11333793,255300,274900
KY,40515,37.979977,-84.4587,3,2.0,1480,0.21299358,210500,230000
KY,42276,36.8322,-86.86348,4,3.0,4488,15.0,395400,429000
KY,42134,36.750683,-86.505135,3,2.0,1636,4.06,374200,375000
KY,42171,37.155815,-86.22599,4,2.0,1650,1.1,180400,173900
KY,42101,37.026566,-86.301704,4,4.0,2955,19.81,728900,0
KY,40508,38.063766,-84.505394,3,1.0,868,0.087235995,126400,129900
KY,40206,38.242577,-85.68014,4,4.0,3014,0.46,672700,670000
KY,40023,38.235184,-85.43091,4,3.0,2374,0.23,399300,400000
KY,40504,38.050446,-84.55399,4,2.0,1717,0.20730028,246500,247000
KY,40245,38.268803,-85.4729,4,5.0,3997,0.34,666800,675000
KY,42501,37.100002,-84.61028,2,2.0,1148,0.14800276,135900,139000
KY,40729,37.247395,-84.07042,4,3.0,2468,2.0,247200,249900
KY,40203,38.24104,-85.76387,3,2.0,1501,0.12,267000,268800
KY,40229,38.087543,-85.677185,3,2.0,1764,0.25,220100,220000
KY,40391,37.96207,-84.15748,3,2.0,980,1.0,86800,89000
KY,40031,38.405396,-85.45948,3,3.0,2785,0.41,386100,384900
KY,40741,37.129913,-84.00693,3,3.0,2696,25.05,470800,489999
KY,40422,37.62365,-84.77791,3,1.0,1324,0.17,133600,129900
KY,42728,37.101555,-85.30621,3,2.0,3000,0.56,86500,99900
KY,42519,36.97184,-84.538414,3,2.0,1792,0.5,122200,125000
KY,40508,38.049248,-84.482834,3,1.0,1178,0.13960055,83100,95800
KY,41501,37.49607,-82.55796,3,3.0,3000,30.0,446200,450000
KY,42066,36.791653,-88.68946,3,2.0,1780,1.0,155200,152500
KY,42701,37.770035,-85.85683,3,3.0,2198,1.0,334200,348752
KY,40033,37.571545,-85.24725,5,3.0,3780,1.2,315800,325000
KY,40701,36.947655,-84.11205,3,4.0,3250,1.0,271900,279000
KY,42701,37.747177,-85.887184,3,3.0,2066,0.33,297000,299900
KY,40216,38.192852,-85.8107,4,1.0,1254,0.17,176400,180000
KY,42217,36.97448,-87.575066,3,2.0,1205,2.51,117300,154900
KY,40214,38.146694,-85.77256,3,1.0,1100,0.34,174300,175000
KY,40511,38.08656,-84.504684,3,2.0,1450,0.16000918,255400,259000
KY,40356,37.891533,-84.55267,4,3.0,2011,0.15,263300,274900
KY,40046,38.020794,-85.20805,3,1.0,1773,5.27,253000,254000
KY,41164,38.257355,-83.10042,4,3.0,2592,11.0,273200,279900
KY,40422,37.658237,-84.75968,3,2.0,3163,1.0,340900,415000
KY,40216,38.17109,-85.84582,4,2.0,1500,0.5,242500,248300
KY,40065,38.220966,-85.207375,3,2.0,1350,0.31,264300,265000
KY,40769,36.644855,-84.13228,4,2.0,2240,3.2,167100,169900
KY,40514,37.983223,-84.566376,3,2.0,1102,0.2899908,245900,279000
KY,40940,36.603176,-83.97237,3,1.0,1100,33.9,135900,150000
KY,40031,38.397892,-85.354774,5,3.0,2482,0.85,419900,419900
KY,41465,37.787125,-82.95165,3,3.0,1821,45.0,278600,285000
KY,42122,36.843163,-86.31108,3,3.0,2094,10.0,427400,429990
KY,40475,37.729225,-84.33678,3,2.0,1485,0.31000918,264300,279000
KY,41101,38.463314,-82.63303,3,2.0,1894,0.08838384,148800,149000
KY,40475,37.748196,-84.3196,3,2.0,1513,0.3300046,303000,292000
KY,40004,37.87625,-85.477325,3,2.0,1534,2.73,316400,295000
KY,40505,38.056087,-84.44996,3,2.0,1978,0.26340678,307400,300000
KY,42040,36.667603,-88.52444,3,3.0,2589,2.0,230900,325000
KY,42211,36.82285,-87.88828,3,2.0,1950,0.73,308700,339900
KY,42431,37.33416,-87.500015,2,1.0,955,0.13,112200,129900
KY,40324,38.20829,-84.64087,4,3.0,2815,5.0,598700,599900
KY,40068,38.401173,-85.283165,3,2.0,1679,3.04,288900,295000
KY,42240,36.850403,-87.49597,4,2.0,1980,0.17102847,205500,170000
KY,40220,38.21147,-85.64749,4,2.0,2187,0.17,280800,280000
KY,40475,37.887997,-84.37524,3,2.0,2310,0.2899908,286300,474900
KY,42303,37.736702,-87.09977,3,2.0,1328,0.1721763,194200,174800
KY,40215,38.200127,-85.78862,2,1.0,1200,0.15,87800,90000
KY,42003,36.98737,-88.514244,3,2.0,2037,0.51,160800,249900
KY,42066,36.693417,-88.709885,3,2.0,1946,0.34,155100,250000
KY,40601,38.190796,-84.82246,4,3.0,2292,0.4,311200,329000
KY,42748,37.56681,-85.7417,4,2.0,1700,0.7,163700,180000
KY,42134,36.74855,-86.554565,3,2.0,1314,0.52,239500,244900
